match_id,season_id,match_date,home_team_id,away_team_id,full_time_home_goals,full_time_away_goals,full_time_result,half_time_home_goals,half_time_away_goals,half_time_result
1018,3,2018-02-04,9,20,1,1,D,0,1,A
1019,3,2018-02-04,16,27,2,2,D,1,0,H
1020,3,2018-02-05,28,8,4,1,H,1,0,H
1021,3,2018-02-10,10,9,3,1,H,0,0,D
1022,3,2018-02-10,17,15,5,1,H,1,1,D
1023,3,2018-02-10,24,5,1,1,D,0,1,A
1024,3,2018-02-10,26,6,1,0,H,0,0,D
1025,3,2018-02-10,27,1,1,0,H,0,0,D
1026,3,2018-02-10,30,28,2,0,H,1,0,H
1027,3,2018-02-11,12,3,4,1,H,2,1,H
1028,3,2018-02-11,20,18,1,0,H,0,0,D
1029,3,2018-02-11,23,16,0,2,A,0,2,A
1030,3,2018-02-12,8,29,3,0,H,1,0,H
1031,3,2018-02-24,3,20,2,2,D,0,2,A
1032,3,2018-02-24,5,26,4,1,H,1,0,H
1033,3,2018-02-24,6,23,1,1,D,0,0,D
1034,3,2018-02-24,15,24,1,1,D,0,1,A
1035,3,2018-02-24,16,30,4,1,H,1,0,H
1036,3,2018-02-24,28,10,1,0,H,0,0,D
1037,3,2018-02-24,29,12,1,2,A,0,0,D
1038,3,2018-02-25,9,27,0,1,A,0,0,D
1039,3,2018-02-25,18,8,2,1,H,1,1,D
1040,3,2018-03-01,1,17,0,3,A,0,3,A
1041,3,2018-03-03,6,10,2,1,H,0,1,A
1042,3,2018-03-03,15,3,1,1,D,0,1,A
1043,3,2018-03-03,16,20,2,0,H,1,0,H
1044,3,2018-03-03,23,24,0,0,D,0,0,D
1045,3,2018-03-03,26,30,4,1,H,2,0,H
1046,3,2018-03-03,27,12,2,0,H,1,0,H
1047,3,2018-03-03,28,29,1,0,H,0,0,D
1048,3,2018-03-04,5,1,2,1,H,2,1,H
1049,3,2018-03-04,17,8,1,0,H,0,0,D
1050,3,2018-03-05,9,18,2,3,A,1,0,H
1051,3,2018-03-10,8,9,2,1,H,2,0,H
1052,3,2018-03-10,10,5,2,0,H,0,0,D
1053,3,2018-03-10,12,26,0,0,D,0,0,D
1054,3,2018-03-10,18,16,2,1,H,2,0,H
1055,3,2018-03-10,20,23,3,0,H,2,0,H
1056,3,2018-03-10,29,15,1,4,A,1,1,D
1057,3,2018-03-10,30,6,0,3,A,0,0,D
1058,3,2018-03-11,1,28,3,0,H,1,0,H
1059,3,2018-03-11,3,27,1,4,A,1,1,D
1060,3,2018-03-12,24,17,0,2,A,0,1,A
1061,3,2018-03-17,3,29,2,1,H,0,0,D
1062,3,2018-03-17,12,9,0,2,A,0,1,A
1063,3,2018-03-17,16,28,5,0,H,2,0,H
1064,3,2018-03-17,24,10,1,2,A,0,0,D
1065,3,2018-03-31,5,15,0,2,A,0,0,D
1066,3,2018-03-31,9,16,1,2,A,1,0,H
1067,3,2018-03-31,10,17,1,3,A,0,3,A
1068,3,2018-03-31,18,26,2,0,H,2,0,H
1069,3,2018-03-31,20,12,1,0,H,0,0,D
1070,3,2018-03-31,28,3,2,2,D,1,1,D
1071,3,2018-03-31,29,6,1,2,A,0,1,A
1072,3,2018-03-31,30,23,3,0,H,3,0,H
1073,3,2018-04-01,1,24,3,0,H,0,0,D
1074,3,2018-04-01,8,27,1,3,A,1,1,D
1075,3,2018-04-07,3,9,2,2,D,0,0,D
1076,3,2018-04-07,5,12,1,1,D,1,1,D
1077,3,2018-04-07,10,16,0,0,D,0,0,D
1078,3,2018-04-07,15,20,1,2,A,0,1,A
1079,3,2018-04-07,17,18,2,3,A,2,0,H
1080,3,2018-04-07,24,27,1,2,A,0,0,D
1081,3,2018-04-07,28,6,1,2,A,0,0,D
1082,3,2018-04-07,29,26,1,1,D,0,0,D
1083,3,2018-04-08,1,23,3,2,H,2,1,H
1084,3,2018-04-08,8,30,1,1,D,1,0,H
1085,3,2018-04-14,6,15,2,1,H,2,0,H
1086,3,2018-04-14,9,5,3,2,H,3,2,H
1087,3,2018-04-14,12,28,1,0,H,0,0,D
1088,3,2018-04-14,16,3,3,0,H,1,0,H
1089,3,2018-04-14,23,8,2,3,A,1,0,H
1090,3,2018-04-14,26,10,1,1,D,0,1,A
1091,3,2018-04-14,27,17,1,3,A,1,2,A
1092,3,2018-04-15,18,29,0,1,A,0,0,D
1093,3,2018-04-15,20,1,2,1,H,1,1,D
1094,3,2018-04-16,30,24,1,1,D,0,0,D
1095,3,2018-04-17,5,27,1,1,D,0,0,D
1096,3,2018-04-18,3,18,0,2,A,0,1,A
1097,3,2018-04-19,6,8,1,2,A,0,1,A
1098,3,2018-04-19,15,23,0,0,D,0,0,D
1099,3,2018-04-21,28,9,0,0,D,0,0,D
1100,3,2018-04-21,29,16,2,2,D,0,1,A
1101,3,2018-04-22,1,30,4,1,H,0,0,D
1102,3,2018-04-22,17,26,5,0,H,2,0,H
1103,3,2018-04-22,24,6,1,1,D,1,0,H
1104,3,2018-04-23,10,20,1,0,H,0,0,D
1105,3,2018-04-28,6,5,0,0,D,0,0,D
1106,3,2018-04-28,9,15,5,0,H,2,0,H
1107,3,2018-04-28,12,10,0,2,A,0,1,A
1108,3,2018-04-28,16,24,0,0,D,0,0,D
1109,3,2018-04-28,20,29,0,1,A,0,1,A
1110,3,2018-04-28,23,3,2,1,H,1,1,D
1111,3,2018-04-28,26,8,0,1,A,0,1,A
1112,3,2018-04-29,18,1,2,1,H,1,0,H
1113,3,2018-04-29,30,17,1,4,A,1,2,A
1114,3,2018-04-30,27,28,2,0,H,1,0,H
1115,3,2018-05-04,5,18,1,0,H,0,0,D
1116,3,2018-05-05,3,26,1,0,H,1,0,H
1117,3,2018-05-05,10,23,1,1,D,0,0,D
1118,3,2018-05-05,15,30,0,2,A,0,1,A
1119,3,2018-05-05,24,9,1,2,A,1,0,H
1120,3,2018-05-05,28,20,2,1,H,2,0,H
1121,3,2018-05-05,29,27,1,0,H,0,0,D
1122,3,2018-05-06,1,6,5,0,H,2,0,H
1123,3,2018-05-06,8,16,1,0,H,1,0,H
1124,3,2018-05-06,17,12,0,0,D,0,0,D
1125,3,2018-05-08,26,23,0,1,A,0,0,D
1126,3,2018-05-09,8,12,1,1,D,0,0,D
1127,3,2018-05-09,15,1,3,1,H,1,0,H
1128,3,2018-05-09,17,5,3,1,H,2,1,H
1129,3,2018-05-09,27,20,1,0,H,0,0,D
1130,3,2018-05-10,30,18,0,0,D,0,0,D
1131,3,2018-05-13,6,3,1,2,A,1,0,H
1132,3,2018-05-13,9,29,2,0,H,0,0,D
1133,3,2018-05-13,12,1,0,1,A,0,1,A
1134,3,2018-05-13,16,5,4,0,H,2,0,H
1135,3,2018-05-13,18,28,1,0,H,1,0,H
1136,3,2018-05-13,20,8,3,0,H,1,0,H
1137,3,2018-05-13,23,17,0,1,A,0,0,D
1138,3,2018-05-13,26,24,1,2,A,1,2,A
1139,3,2018-05-13,27,15,5,4,H,1,2,A
1140,3,2018-05-13,30,10,3,1,H,1,0,H
1141,4,2018-08-10,18,15,2,1,H,1,0,H
1142,4,2018-08-11,3,7,2,0,H,1,0,H
1143,4,2018-08-11,11,9,0,2,A,0,1,A
1144,4,2018-08-11,12,8,0,3,A,0,2,A
1145,4,2018-08-11,20,27,1,2,A,1,2,A
1146,4,2018-08-11,28,5,2,0,H,1,0,H
1147,4,2018-08-11,31,10,2,2,D,1,1,D
1148,4,2018-08-12,1,17,0,2,A,0,1,A
1149,4,2018-08-12,16,30,4,0,H,2,0,H
1150,4,2018-08-12,23,6,0,0,D,0,0,D
1151,4,2018-08-18,7,20,0,0,D,0,0,D
1152,4,2018-08-18,8,1,3,2,H,2,2,D
1153,4,2018-08-18,10,23,2,1,H,2,0,H
1154,4,2018-08-18,15,31,2,0,H,2,0,H
1155,4,2018-08-18,27,11,3,1,H,1,0,H
1156,4,2018-08-18,30,3,1,2,A,1,0,H
1157,4,2018-08-19,5,18,3,2,H,3,1,H
1158,4,2018-08-19,6,28,1,3,A,1,1,D
1159,4,2018-08-19,17,12,6,1,H,3,1,H
1160,4,2018-08-20,9,16,0,2,A,0,1,A
1161,4,2018-08-25,1,30,3,1,H,1,1,D
1162,4,2018-08-25,3,10,2,2,D,0,0,D
1163,4,2018-08-25,12,7,0,0,D,0,0,D
1164,4,2018-08-25,16,5,1,0,H,1,0,H
1165,4,2018-08-25,23,15,1,2,A,0,0,D
1166,4,2018-08-25,31,17,1,1,D,0,0,D
1167,4,2018-08-26,11,6,4,2,H,3,2,H
1168,4,2018-08-26,20,8,1,2,A,0,0,D
1169,4,2018-08-26,28,9,2,1,H,0,0,D
1170,4,2018-08-27,18,27,0,3,A,0,0,D
1171,4,2018-09-01,5,11,2,2,D,0,1,A
1172,4,2018-09-01,8,3,2,0,H,0,0,D
1173,4,2018-09-01,9,23,0,2,A,0,0,D
1174,4,2018-09-01,10,12,1,1,D,1,1,D
1175,4,2018-09-01,15,16,1,2,A,0,2,A
1176,4,2018-09-01,17,20,2,1,H,1,1,D
1177,4,2018-09-01,30,31,0,1,A,0,0,D
1178,4,2018-09-02,6,18,0,2,A,0,2,A
1179,4,2018-09-02,7,1,2,3,A,1,1,D
1180,4,2018-09-02,28,27,2,1,H,0,0,D
1181,4,2018-09-15,3,15,4,2,H,3,0,H
1182,4,2018-09-15,8,7,4,1,H,2,1,H
1183,4,2018-09-15,12,9,0,1,A,0,1,A
1184,4,2018-09-15,17,11,3,0,H,2,0,H
1185,4,2018-09-15,20,1,1,2,A,0,0,D
1186,4,2018-09-15,27,16,1,2,A,0,1,A
1187,4,2018-09-15,28,18,1,2,A,0,2,A
1188,4,2018-09-16,10,30,1,3,A,1,2,A
1189,4,2018-09-16,31,6,1,0,H,0,0,D
1190,4,2018-09-17,23,5,2,2,D,1,0,H
1191,4,2018-09-22,5,27,1,2,A,0,1,A
1192,4,2018-09-22,6,3,4,0,H,2,0,H
1193,4,2018-09-22,7,17,0,5,A,0,3,A
1194,4,2018-09-22,9,20,0,0,D,0,0,D
1195,4,2018-09-22,11,28,1,1,D,0,1,A
1196,4,2018-09-22,15,12,3,1,H,1,1,D
1197,4,2018-09-22,16,23,3,0,H,3,0,H
1198,4,2018-09-22,18,31,1,1,D,1,0,H
1199,4,2018-09-23,1,10,2,0,H,0,0,D
1200,4,2018-09-23,30,8,0,0,D,0,0,D
1201,4,2018-09-29,1,28,2,0,H,0,0,D
1202,4,2018-09-29,8,16,1,1,D,1,0,H
1203,4,2018-09-29,10,11,3,0,H,0,0,D
1204,4,2018-09-29,12,27,0,2,A,0,2,A
1205,4,2018-09-29,17,5,2,0,H,1,0,H
1206,4,2018-09-29,20,15,0,2,A,0,1,A
1207,4,2018-09-29,30,18,3,1,H,2,0,H
1208,4,2018-09-29,31,23,2,0,H,0,0,D
1209,4,2018-09-30,7,6,1,2,A,0,0,D
1210,4,2018-10-01,3,9,2,1,H,1,0,H
1211,4,2018-10-05,5,30,1,0,H,1,0,H
1212,4,2018-10-06,6,12,1,1,D,1,0,H
1213,4,2018-10-06,9,31,0,1,A,0,0,D
1214,4,2018-10-06,15,10,1,2,A,1,1,D
1215,4,2018-10-06,18,20,3,2,H,0,2,A
1216,4,2018-10-06,27,7,1,0,H,1,0,H
1217,4,2018-10-06,28,3,0,4,A,0,3,A
1218,4,2018-10-07,11,1,1,5,A,1,1,D
1219,4,2018-10-07,16,17,0,0,D,0,0,D
1220,4,2018-10-07,23,8,0,3,A,0,1,A
1221,4,2018-10-20,3,23,0,0,D,0,0,D
1222,4,2018-10-20,7,11,4,2,H,2,2,D
1223,4,2018-10-20,8,18,2,2,D,1,0,H
1224,4,2018-10-20,12,16,0,1,A,0,1,A
1225,4,2018-10-20,17,6,5,0,H,1,0,H
1226,4,2018-10-20,20,5,0,1,A,0,1,A
1227,4,2018-10-20,30,27,0,1,A,0,1,A
1228,4,2018-10-20,31,28,0,2,A,0,2,A
1229,4,2018-10-21,10,9,2,0,H,0,0,D
1230,4,2018-10-22,1,15,3,1,H,1,1,D
1231,4,2018-10-27,5,31,1,0,H,0,0,D
1232,4,2018-10-27,11,3,0,3,A,0,1,A
1233,4,2018-10-27,15,30,1,1,D,0,1,A
1234,4,2018-10-27,16,7,4,1,H,1,0,H
1235,4,2018-10-27,23,20,0,0,D,0,0,D
1236,4,2018-10-27,28,12,3,0,H,2,0,H
1237,4,2018-10-28,6,8,0,4,A,0,1,A
1238,4,2018-10-28,9,1,2,2,D,1,0,H
1239,4,2018-10-28,18,10,2,1,H,1,0,H
1240,4,2018-10-29,27,17,0,1,A,0,1,A
1241,4,2018-11-03,1,16,1,1,D,0,0,D
1242,4,2018-11-03,3,18,1,2,A,1,1,D
1243,4,2018-11-03,7,15,0,1,A,0,0,D
1244,4,2018-11-03,10,5,3,1,H,1,1,D
1245,4,2018-11-03,20,28,1,0,H,0,0,D
1246,4,2018-11-03,30,6,4,2,H,1,1,D
1247,4,2018-11-03,31,27,2,3,A,0,2,A
1248,4,2018-11-04,8,9,3,1,H,1,0,H
1249,4,2018-11-04,17,23,6,1,H,4,1,H
1250,4,2018-11-05,12,11,1,0,H,1,0,H
1251,4,2018-11-10,7,5,2,1,H,1,1,D
1252,4,2018-11-10,9,27,0,1,A,0,0,D
1253,4,2018-11-10,12,30,1,1,D,1,0,H
1254,4,2018-11-10,15,6,0,0,D,0,0,D
1255,4,2018-11-10,20,3,2,1,H,2,1,H
1256,4,2018-11-10,23,28,1,1,D,1,0,H
1257,4,2018-11-11,1,31,1,1,D,0,1,A
1258,4,2018-11-11,8,10,0,0,D,0,0,D
1259,4,2018-11-11,16,11,2,0,H,1,0,H
1260,4,2018-11-11,17,18,3,1,H,1,0,H
1261,4,2018-11-24,5,15,1,1,D,1,0,H
1262,4,2018-11-24,10,7,1,0,H,0,0,D
1263,4,2018-11-24,11,23,3,2,H,2,1,H
1264,4,2018-11-24,18,9,0,0,D,0,0,D
1265,4,2018-11-24,27,8,3,1,H,2,0,H
1266,4,2018-11-24,28,16,0,3,A,0,0,D
1267,4,2018-11-24,30,17,0,4,A,0,3,A
1268,4,2018-11-25,3,1,1,2,A,1,1,D
1269,4,2018-11-25,31,12,0,2,A,0,1,A
1270,4,2018-11-26,6,20,1,2,A,1,2,A
1271,4,2018-11-30,7,31,2,1,H,0,1,A
1272,4,2018-12-01,9,6,2,0,H,1,0,H
1273,4,2018-12-01,12,5,1,2,A,1,1,D
1274,4,2018-12-01,15,28,2,0,H,2,0,H
1275,4,2018-12-01,17,3,3,1,H,1,1,D
1276,4,2018-12-01,20,30,0,3,A,0,1,A
1277,4,2018-12-01,23,18,2,2,D,2,2,D
1278,4,2018-12-02,1,27,4,2,H,1,2,A
1279,4,2018-12-02,8,11,2,0,H,1,0,H
1280,4,2018-12-02,16,10,1,0,H,0,0,D
1281,4,2018-12-04,3,12,2,1,H,2,1,H
1282,4,2018-12-04,5,9,3,1,H,3,0,H
1283,4,2018-12-04,28,17,1,2,A,0,1,A
1284,4,2018-12-04,30,7,3,1,H,0,0,D
1285,4,2018-12-05,6,16,1,3,A,0,0,D
1286,4,2018-12-05,10,20,1,1,D,1,1,D
1287,4,2018-12-05,11,15,1,1,D,1,0,H
1288,4,2018-12-05,18,1,2,2,D,1,1,D
1289,4,2018-12-05,27,23,3,1,H,1,0,H
1290,4,2018-12-05,31,8,2,1,H,0,1,A
1291,4,2018-12-08,1,12,1,0,H,0,0,D
1292,4,2018-12-08,3,16,0,4,A,0,1,A
1293,4,2018-12-08,6,5,1,0,H,1,0,H
1294,4,2018-12-08,7,23,1,0,H,0,0,D
1295,4,2018-12-08,8,17,2,0,H,1,0,H
1296,4,2018-12-08,15,27,0,2,A,0,1,A
1297,4,2018-12-08,18,11,4,1,H,3,0,H
1298,4,2018-12-08,30,9,3,2,H,0,1,A
1299,4,2018-12-09,20,31,1,2,A,1,1,D
1300,4,2018-12-10,10,28,2,2,D,1,0,H
1301,4,2018-12-15,9,15,1,0,H,1,0,H
1302,4,2018-12-15,11,30,0,2,A,0,2,A
1303,4,2018-12-15,12,20,0,1,A,0,0,D
1304,4,2018-12-15,17,10,3,1,H,1,0,H
1305,4,2018-12-15,27,6,1,0,H,0,0,D
1306,4,2018-12-15,28,7,3,2,H,1,0,H
1307,4,2018-12-15,31,3,2,0,H,1,0,H
1308,4,2018-12-16,5,8,1,2,A,0,2,A
1309,4,2018-12-16,16,18,3,1,H,1,1,D
1310,4,2018-12-16,23,1,3,2,H,2,1,H
1311,4,2018-12-21,31,16,0,2,A,0,1,A
1312,4,2018-12-22,1,6,3,1,H,1,0,H
1313,4,2018-12-22,3,5,2,0,H,1,0,H
1314,4,2018-12-22,7,18,1,5,A,1,3,A
1315,4,2018-12-22,8,15,0,1,A,0,0,D
1316,4,2018-12-22,12,23,1,3,A,0,2,A
1317,4,2018-12-22,17,9,2,3,A,1,2,A
1318,4,2018-12-22,20,11,0,0,D,0,0,D
1319,4,2018-12-22,30,28,0,2,A,0,1,A
1320,4,2018-12-23,10,27,2,6,A,1,3,A
1321,4,2018-12-26,5,1,1,1,D,1,1,D
1322,4,2018-12-26,6,10,1,5,A,1,3,A
1323,4,2018-12-26,9,7,0,0,D,0,0,D
1324,4,2018-12-26,11,31,1,1,D,0,0,D
1325,4,2018-12-26,15,17,2,1,H,1,1,D
1326,4,2018-12-26,16,20,4,0,H,1,0,H
1327,4,2018-12-26,18,12,3,1,H,1,0,H
1328,4,2018-12-26,27,3,5,0,H,3,0,H
1329,4,2018-12-26,28,8,1,2,A,1,1,D
1330,4,2018-12-27,23,30,1,2,A,0,0,D
1331,4,2018-12-29,5,10,1,0,H,0,0,D
1332,4,2018-12-29,11,12,1,0,H,0,0,D
1333,4,2018-12-29,15,7,0,1,A,0,0,D
1334,4,2018-12-29,16,1,5,1,H,4,1,H
1335,4,2018-12-29,27,31,1,3,A,1,0,H
1336,4,2018-12-29,28,20,1,1,D,0,1,A
1337,4,2018-12-30,6,30,2,0,H,2,0,H
1338,4,2018-12-30,9,8,0,1,A,0,0,D
1339,4,2018-12-30,18,3,4,1,H,3,1,H
1340,4,2018-12-30,23,17,1,3,A,1,3,A
1341,4,2019-01-01,1,11,4,1,H,1,0,H
1342,4,2019-01-01,7,27,0,3,A,0,3,A
1343,4,2019-01-01,10,15,0,1,A,0,0,D
1344,4,2019-01-02,3,28,3,3,D,3,3,D
1345,4,2019-01-02,8,23,0,0,D,0,0,D
1346,4,2019-01-02,12,6,1,2,A,1,1,D
1347,4,2019-01-02,20,18,0,2,A,0,0,D
1348,4,2019-01-02,30,5,2,2,D,0,0,D
1349,4,2019-01-02,31,9,0,2,A,0,0,D
1350,4,2019-01-03,17,16,2,1,H,1,0,H
1351,4,2019-01-12,5,16,0,1,A,0,0,D
1352,4,2019-01-12,6,11,2,1,H,2,1,H
1353,4,2019-01-12,7,12,0,0,D,0,0,D
1354,4,2019-01-12,8,20,2,1,H,1,1,D
1355,4,2019-01-12,9,28,1,2,A,1,0,H
1356,4,2019-01-12,15,23,1,2,A,0,2,A
1357,4,2019-01-12,30,1,1,0,H,0,0,D
1358,4,2019-01-13,10,3,2,0,H,0,0,D
1359,4,2019-01-13,27,18,0,1,A,0,1,A
1360,4,2019-01-14,17,31,3,0,H,2,0,H
1361,4,2019-01-19,1,8,2,0,H,2,0,H
1362,4,2019-01-19,3,30,2,0,H,0,0,D
1363,4,2019-01-19,16,9,4,3,H,0,1,A
1364,4,2019-01-19,18,5,2,1,H,2,0,H
1365,4,2019-01-19,20,7,3,0,H,1,0,H
1366,4,2019-01-19,23,10,2,1,H,0,0,D
1367,4,2019-01-19,28,6,0,0,D,0,0,D
1368,4,2019-01-19,31,15,4,3,H,2,0,H
1369,4,2019-01-20,11,27,1,2,A,1,0,H
1370,4,2019-01-20,12,17,0,3,A,0,1,A
1371,4,2019-01-29,1,7,2,1,H,0,0,D
1372,4,2019-01-29,11,5,4,2,H,0,2,A
1373,4,2019-01-29,12,10,0,1,A,0,1,A
1374,4,2019-01-29,18,6,2,2,D,0,0,D
1375,4,2019-01-29,20,17,2,1,H,0,1,A
1376,4,2019-01-29,31,30,3,0,H,0,0,D
1377,4,2019-01-30,3,8,4,0,H,0,0,D
1378,4,2019-01-30,16,15,1,1,D,1,1,D
1379,4,2019-01-30,23,9,1,1,D,0,1,A
1380,4,2019-01-30,27,28,2,1,H,0,1,A
1381,4,2019-02-02,5,28,0,0,D,0,0,D
1382,4,2019-02-02,6,23,1,1,D,0,0,D
1383,4,2019-02-02,7,3,2,0,H,1,0,H
1384,4,2019-02-02,8,12,5,0,H,2,0,H
1385,4,2019-02-02,9,11,2,0,H,1,0,H
1386,4,2019-02-02,10,31,1,3,A,1,2,A
1387,4,2019-02-02,27,20,1,0,H,0,0,D
1388,4,2019-02-03,15,18,0,1,A,0,1,A
1389,4,2019-02-03,17,1,3,1,H,2,1,H
1390,4,2019-02-04,30,16,1,1,D,1,1,D
1391,4,2019-02-06,10,17,0,2,A,0,1,A
1392,4,2019-02-09,5,6,1,3,A,0,1,A
1393,4,2019-02-09,9,30,1,1,D,0,1,A
1394,4,2019-02-09,11,18,0,3,A,0,2,A
1395,4,2019-02-09,12,1,1,2,A,0,2,A
1396,4,2019-02-09,16,3,3,0,H,2,0,H
1397,4,2019-02-09,23,7,1,2,A,0,0,D
1398,4,2019-02-09,28,10,1,0,H,0,0,D
1399,4,2019-02-10,17,8,6,0,H,4,0,H
1400,4,2019-02-10,27,15,3,1,H,1,0,H
1401,4,2019-02-11,31,20,1,1,D,0,0,D
1402,4,2019-02-22,7,28,1,5,A,0,1,A
1403,4,2019-02-22,30,11,3,1,H,2,1,H
1404,4,2019-02-23,3,31,1,1,D,1,0,H
1405,4,2019-02-23,6,27,2,1,H,0,0,D
1406,4,2019-02-23,15,9,1,4,A,0,1,A
1407,4,2019-02-23,20,12,2,0,H,0,0,D
1408,4,2019-02-24,1,23,2,0,H,2,0,H
1409,4,2019-02-24,18,16,0,0,D,0,0,D
1410,4,2019-02-26,7,10,0,3,A,0,1,A
1411,4,2019-02-26,12,31,1,0,H,0,0,D
1412,4,2019-02-26,15,5,2,1,H,1,0,H
1413,4,2019-02-26,20,6,2,0,H,2,0,H
1414,4,2019-02-27,1,3,5,1,H,2,1,H
1415,4,2019-02-27,8,27,2,0,H,0,0,D
1416,4,2019-02-27,9,18,1,3,A,0,1,A
1417,4,2019-02-27,16,28,5,0,H,2,0,H
1418,4,2019-02-27,17,30,1,0,H,0,0,D
1419,4,2019-02-27,23,11,2,0,H,2,0,H
1420,4,2019-03-02,3,17,0,1,A,0,0,D
1421,4,2019-03-02,5,12,1,0,H,0,0,D
1422,4,2019-03-02,6,9,1,3,A,0,1,A
1423,4,2019-03-02,18,23,3,2,H,0,1,A
1424,4,2019-03-02,27,1,1,1,D,0,1,A
1425,4,2019-03-02,30,20,2,0,H,2,0,H
1426,4,2019-03-02,31,7,2,0,H,2,0,H
1427,4,2019-03-03,10,16,0,0,D,0,0,D
1428,4,2019-03-03,11,8,1,2,A,1,2,A
1429,4,2019-03-03,28,15,2,1,H,1,0,H
1430,4,2019-03-09,7,30,2,0,H,1,0,H
1431,4,2019-03-09,9,5,1,2,A,0,1,A
1432,4,2019-03-09,12,3,0,2,A,0,1,A
1433,4,2019-03-09,15,11,3,1,H,1,0,H
1434,4,2019-03-09,17,28,3,1,H,0,0,D
1435,4,2019-03-09,20,10,3,2,H,0,2,A
1436,4,2019-03-09,23,27,2,1,H,0,1,A
1437,4,2019-03-10,1,18,2,0,H,1,0,H
1438,4,2019-03-10,8,31,1,1,D,0,0,D
1439,4,2019-03-10,16,6,4,2,H,2,1,H
1440,4,2019-03-16,3,20,2,2,D,0,1,A
1441,4,2019-03-16,6,15,1,2,A,1,1,D
1442,4,2019-03-16,30,12,4,3,H,1,2,A
1443,4,2019-03-17,10,8,2,0,H,0,0,D
1444,4,2019-03-17,11,16,1,2,A,0,1,A
1445,4,2019-03-30,5,23,0,1,A,0,0,D
1446,4,2019-03-30,6,31,2,0,H,1,0,H
1447,4,2019-03-30,9,12,2,0,H,0,0,D
1448,4,2019-03-30,11,17,0,2,A,0,2,A
1449,4,2019-03-30,15,3,2,0,H,1,0,H
1450,4,2019-03-30,18,28,2,1,H,1,0,H
1451,4,2019-03-30,30,10,0,2,A,0,2,A
1452,4,2019-03-31,7,8,1,2,A,0,0,D
1453,4,2019-03-31,16,27,2,1,H,1,0,H
1454,4,2019-04-01,1,20,2,0,H,1,0,H
1455,4,2019-04-02,28,11,4,1,H,1,1,D
1456,4,2019-04-02,31,18,2,1,H,1,1,D
1457,4,2019-04-03,8,5,3,0,H,1,0,H
1458,4,2019-04-03,17,7,2,0,H,2,0,H
1459,4,2019-04-03,27,9,2,0,H,0,0,D
1460,4,2019-04-05,23,16,1,3,A,1,1,D
1461,4,2019-04-06,3,6,1,3,A,1,2,A
1462,4,2019-04-06,12,15,1,4,A,0,1,A
1463,4,2019-04-06,20,9,0,1,A,0,0,D
1464,4,2019-04-07,10,1,1,0,H,1,0,H
1465,4,2019-04-08,8,30,2,0,H,1,0,H
1466,4,2019-04-12,15,20,0,1,A,0,1,A
1467,4,2019-04-13,5,3,0,5,A,0,1,A
1468,4,2019-04-13,6,7,2,0,H,1,0,H
1469,4,2019-04-13,11,10,2,0,H,0,0,D
1470,4,2019-04-13,18,30,2,1,H,1,0,H
1471,4,2019-04-13,23,31,3,1,H,2,1,H
1472,4,2019-04-13,27,12,4,0,H,2,0,H
1473,4,2019-04-14,9,17,1,3,A,0,1,A
1474,4,2019-04-14,16,8,2,0,H,0,0,D
1475,4,2019-04-15,28,1,0,1,A,0,1,A
1476,4,2019-04-16,5,7,0,2,A,0,1,A
1477,4,2019-04-20,3,11,0,1,A,0,0,D
1478,4,2019-04-20,12,28,1,2,A,0,1,A
1479,4,2019-04-20,17,27,1,0,H,1,0,H
1480,4,2019-04-20,20,23,3,1,H,2,0,H
1481,4,2019-04-20,30,15,2,2,D,1,0,H
1482,4,2019-04-20,31,5,0,0,D,0,0,D
1483,4,2019-04-21,1,9,2,3,A,0,1,A
1484,4,2019-04-21,7,16,0,2,A,0,0,D
1485,4,2019-04-21,10,18,4,0,H,2,0,H
1486,4,2019-04-22,8,6,2,2,D,2,2,D
1487,4,2019-04-23,27,5,1,0,H,0,0,D
1488,4,2019-04-23,28,23,1,1,D,0,1,A
1489,4,2019-04-24,18,17,0,2,A,0,0,D
1490,4,2019-04-24,31,1,3,1,H,3,0,H
1491,4,2019-04-26,16,12,5,0,H,3,0,H
1492,4,2019-04-27,5,20,1,1,D,0,1,A
1493,4,2019-04-27,9,10,0,0,D,0,0,D
1494,4,2019-04-27,11,7,1,0,H,0,0,D
1495,4,2019-04-27,23,3,3,3,D,1,2,A
1496,4,2019-04-27,27,30,0,1,A,0,0,D
1497,4,2019-04-27,28,31,1,2,A,0,1,A
1498,4,2019-04-28,6,17,0,1,A,0,0,D
1499,4,2019-04-28,15,1,3,0,H,0,0,D
1500,4,2019-04-28,18,8,1,1,D,1,1,D
1501,4,2019-05-03,10,6,2,0,H,2,0,H
1502,4,2019-05-04,3,27,1,0,H,0,0,D
1503,4,2019-05-04,7,9,2,3,A,1,2,A
1504,4,2019-05-04,20,16,2,3,A,1,2,A
1505,4,2019-05-04,30,23,3,0,H,1,0,H
1506,4,2019-05-04,31,11,1,0,H,0,0,D
1507,4,2019-05-05,1,5,1,1,D,1,0,H
1508,4,2019-05-05,8,28,3,0,H,0,0,D
1509,4,2019-05-05,12,18,1,1,D,0,1,A
1510,4,2019-05-06,17,15,1,0,H,0,0,D
1511,4,2019-05-12,5,17,1,4,A,1,2,A
1512,4,2019-05-12,6,1,1,3,A,0,0,D
1513,4,2019-05-12,9,3,5,3,H,3,1,H
1514,4,2019-05-12,11,20,0,4,A,0,2,A
