player_id,season_id,team_id,source_player_code,source_player_name
320,7,1,p101184,Calum Chambers
2021,7,1,p111457,Sead Kolasinac
1943,7,1,p115918,Rúnar Alex Rúnarsson
1515,7,1,p131897,Mat Ryan
1635,7,1,p153256,Mohamed Elneny
58,7,1,p154043,Ainsley Maitland-Niles
1896,7,1,p156074,Rob Holding
2169,7,1,p167199,Thomas Partey
455,7,1,p182539,Dani Ceballos
1498,7,1,p184029,Martin Ødegaard
1271,7,1,p192895,Kieran Tierney
1709,7,1,p195735,Nicolas Pépé
1390,7,1,p198849,Lucas Torreira
228,7,1,p198869,Ben White
1160,7,1,p200089,Joseph Willock
1869,7,1,p200641,Reiss Nelson
593,7,1,p205533,Eddie Nketiah
625,7,1,p209289,Emile Smith Rowe
185,7,1,p220682,Arthur Okonkwo
304,7,1,p223340,Bukayo Saka
2128,7,1,p223723,Takehiro Tomiyasu
7,7,1,p225321,Aaron Ramsdale
729,7,1,p226597,Gabriel Magalhães
709,7,1,p232223,Folarin Balogun
812,7,1,p232228,Harry Clarke
2237,7,1,p232233,Tyreece John-Jules
945,7,1,p233009,James Hillson
214,7,1,p235425,Ben Cottrell
1540,7,1,p242166,Mattéo Guendouzi
2205,7,1,p248852,Tom Smith
507,7,1,p41270,David Luiz
1723,7,1,p437626,Nuno Tavares
64,7,1,p437742,Albert Sambi Lokonga
1613,7,1,p439482,Miguel Azeez
730,7,1,p444145,Gabriel Martinelli
2307,7,1,p462424,William Saliba
1227,7,1,p463748,Karl Hein
1068,7,1,p463789,Joel Lopez Salguero
1752,7,1,p467750,Omar Rekik
2310,7,1,p47431,Willian
1753,7,1,p503301,Omari Hutchinson
1829,7,1,p54694,Pierre-Emerick Aubameyang
343,7,1,p58822,Cédric Soares
94,7,1,p59966,Alexandre Lacazette
247,7,1,p80201,Bernd Leno
788,7,1,p84450,Granit Xhaka
1772,7,1,p92371,Pablo Marí
832,7,1,p98745,Héctor Bellerín
256,7,2,p108156,Björn Engels
249,7,2,p110504,Bertrand Traoré
892,7,2,p114283,Jack Grealish
1647,7,2,p122775,Morgan Sanson
1085,7,2,p122806,John McGinn
1284,7,2,p123354,Kortney Hause
2226,7,2,p148508,Trézéguet
2242,7,2,p149484,Tyrone Mings
1538,7,2,p169359,Matt Targett
1747,7,2,p178301,Ollie Watkins
196,7,2,p180804,Axel Tuanzebe
1506,7,2,p184704,Marvelous Nakamba
191,7,2,p18892,Ashley Young
172,7,2,p193488,Anwar El Ghazi
626,7,2,p195546,Emiliano Buendía
1541,7,2,p199796,Matthew Cash
667,7,2,p199798,Ezri Konsa
724,7,2,p203368,Frédéric Guilbert
316,7,2,p209694,Callum Rowe
929,7,2,p209695,Jake Walker
2201,7,2,p21205,Tom Heaton
2287,7,2,p213345,Wesley
1331,7,2,p215711,Leon Bailey
1578,7,2,p217487,Mbwana Samatta
1241,7,2,p221239,Keinan Davis
866,7,2,p223349,Indiana Vassilev
579,7,2,p230046,Douglas Luiz
1659,7,2,p232616,Mungo Bridge
912,7,2,p232653,Jacob Ramsey
1604,7,2,p232654,Michael Tait
2262,7,2,p248164,Viljami Sinisalo
807,7,2,p248855,Harrison Sohna
53,7,2,p37339,Ahmed El Mohamady
834,7,2,p40564,Henri Lansbury
830,7,2,p432713,Hayden Lindley
322,7,2,p433979,Cameron Archer
8,7,2,p447715,Aaron Ramsey
1376,7,2,p465387,Louie Barry
1213,7,2,p465390,Kaine Hayden
61,7,2,p468456,Akos Onodi
1698,7,2,p47390,Neil Taylor
269,7,2,p475495,Brad Young
340,7,2,p478912,Carney Chukwuemeka
915,7,2,p481624,Jaden Philogene-Bidace
237,7,2,p487835,Benjamin Chrisene
176,7,2,p490117,Arjan Raikhy
604,7,2,p500279,Edward Rowe
716,7,2,p502977,Frankie Ealing
2066,7,2,p514287,Sil Swinkels
2140,7,2,p514292,Taylor Jay-Hart
1305,7,2,p515597,Lamare Bogarde
1745,7,2,p516159,Oliwier Zych
1007,7,2,p79852,Jed Steer
489,7,2,p84939,Danny Ings
418,7,2,p85242,Conor Hourihane
1379,7,2,p88175,Lovre Kalinic
1932,7,2,p88894,Ross Barkley
628,7,2,p98980,Emiliano Martínez
1074,7,4,p105518,Joel Valencia
1201,7,4,p121570,Julian Jeanvier
384,7,4,p128295,Christian Nørgaard
627,7,4,p133845,Emiliano Marcondes
881,7,4,p144485,Ivan Toney
2134,7,4,p154138,Tariqe Fosu-Henry
515,7,4,p154561,David Raya
2039,7,4,p174932,Sergi Canós
1166,7,4,p183656,Josh Dasilva
1287,7,4,p191866,Kristoffer Ajer
1891,7,4,p194010,Rico Henry
2268,7,4,p204580,Vitaly Janelt
1995,7,4,p205836,Saman Ghoddos
1525,7,4,p207283,Mathias Jensen
357,7,4,p213687,Charlie Goode
1466,7,4,p216620,Marcus Forss
2338,7,4,p216646,Yoane Wissa
1780,7,4,p220695,Paris Maghoma
1429,7,4,p226956,Mads Roerslev
1398,7,4,p226961,Luka Racic
658,7,4,p231065,Ethan Pinnock
574,7,4,p232247,Dominic Thompson
1684,7,4,p232522,Nathan Shepperd
612,7,4,p235448,Ellery Balcombe
1224,7,4,p235644,Kane O'Connor
119,7,4,p240796,Álvaro Fernández
6,7,4,p248520,Aaron Pressley
1410,7,4,p38219,Luke Daniels
978,7,4,p420922,Jan Zamburek
715,7,4,p428580,Frank Onyeka
2045,7,4,p432160,Shandon Baptiste
1789,7,4,p434024,Patrik Gunnarsson
802,7,4,p434662,Halil Dervisoglu
80,7,4,p438659,Alex Gilbert
301,7,4,p446008,Bryan Mbeumo
1661,7,4,p450539,Myles Peart-Harris
700,7,4,p450550,Finley Stevens
884,7,4,p456840,Jaakko Oksanen
1350,7,4,p461173,Lewis Gordon
1428,7,4,p481405,Mads Bidstrup
2315,7,4,p48717,Winston Reid
2352,7,4,p48760,Zanka
837,7,4,p60479,Henrik Dalsgaard
1833,7,4,p61810,Pontus Jansson
1209,7,5,p106757,Jürgen Locadia
387,7,5,p108813,Christian Walton
2078,7,5,p109345,Solly March
37,7,5,p110735,Adam Webster
1075,7,5,p111478,Joël Veltman
1694,7,5,p115382,Neal Maupay
1318,7,5,p116216,Leandro Trossard
1515,7,5,p131897,Mat Ryan
107,7,5,p165210,Alireza Jahanbakhsh
1148,7,5,p167473,José Izquierdo
1542,7,5,p178173,Matthew Clarke
1444,7,5,p179268,Marc Cucurella
228,7,5,p198869,Ben White
127,7,5,p204676,Andi Zeqiri
780,7,5,p20529,Glenn Murray
975,7,5,p207025,Jan Mlakar
2142,7,5,p209045,Taylor Richards
2167,7,5,p209288,Thomas McGill
243,7,5,p209362,Bernardo
2230,7,5,p213056,Tudor Baluta
1905,7,5,p215059,Robert Sánchez
78,7,5,p215066,Alex Cochrane
1002,7,5,p220738,Jayson Molumby
2260,7,5,p224117,Viktor Gyökeres
2345,7,5,p227127,Yves Bissouma
1809,7,5,p230127,Percy Tau
2133,7,5,p232792,Tariq Lamptey
1,7,5,p233425,Aaron Connolly
2100,7,5,p235382,Steven Alzate
1277,7,5,p240514,Kjell Scherpen
97,7,5,p243016,Alexis Mac Allister
931,7,5,p243505,Jakub Moder
2145,7,5,p244848,Teddy Jenks
28,7,5,p39155,Adam Lallana
640,7,5,p423649,Enock Mwepu
1446,7,5,p433138,Marc Leonard
831,7,5,p433589,Haydon Roberts
1925,7,5,p439978,Romaric Yapi
943,7,5,p440123,James Furlong
1013,7,5,p440241,Jensen Weir
1020,7,5,p441192,Jeremy Sarmiento
1608,7,5,p442229,Michal Karbownik
1726,7,5,p445548,Odeluga Offiah
592,7,5,p448496,Ed Turns
1307,7,5,p449869,Lars Dendoncker
157,7,5,p461046,Antef Tsoungui
1812,7,5,p461870,Peter Gwargis
1330,7,5,p462026,Leo Østigard
1858,7,5,p465572,Reda Khadra
1640,7,5,p486672,Moisés Caicedo
662,7,5,p487117,Evan Ferguson
992,7,5,p49262,Jason Steele
491,7,5,p50175,Danny Welbeck
142,7,5,p513834,Andrew Moran
1781,7,5,p60307,Pascal Groß
2046,7,5,p61933,Shane Duffy
519,7,5,p66242,Davy Pröpper
450,7,5,p78916,Dan Burn
1348,7,5,p83299,Lewis Dunk
706,7,5,p93284,Florin Andone
1574,7,6,p149519,Maxwel Cornet
2299,7,6,p168399,Will Norris
1162,7,6,p172782,Josh Brownhill
3,7,6,p17349,Aaron Lennon
960,7,6,p17761,James Tarkowski
1816,7,6,p17997,Phil Bardsley
1883,7,6,p184259,Richard Nartey
158,7,6,p195471,Anthony Driscoll-Glennon
2281,7,6,p20066,Wayne Hennessey
1161,7,6,p217401,Josh Benson
1033,7,6,p218023,Jimmy Dunne
202,7,6,p220037,Bailey Peacock-Farrell
649,7,6,p39487,Erik Pieters
890,7,6,p40145,Jack Cork
445,7,6,p40845,Dale Stephens
1256,7,6,p41674,Kevin Long
1070,7,6,p430367,Joel Mumbongo
1676,7,6,p432830,Nathan Collins
585,7,6,p433154,Dwight McNeil
995,7,6,p44683,Jay Rodriguez
187,7,6,p44699,Ashley Barnes
1355,7,6,p461096,Lewis Richardson
261,7,6,p461102,Bobby Thomas
1570,7,6,p461450,Max Thompson
1765,7,6,p461567,Owen Dodgson
163,7,6,p465299,Anthony Mancini
223,7,6,p51927,Ben Mee
189,7,6,p60551,Ashley Westwood
1080,7,6,p60586,Jóhann Gudmundsson
377,7,6,p60689,Chris Wood
1549,7,6,p68983,Matthew Lowton
1518,7,6,p81183,Matej Vydra
216,7,6,p83312,Ben Gibson
1898,7,6,p90517,Robbie Brady
1705,7,6,p98747,Nick Pope
170,7,8,p102380,Antonio Rüdiger
1291,7,8,p103192,Kurt Zouma
517,7,8,p105700,Davide Zappacosta
621,7,8,p109533,Emerson
1253,7,8,p109745,Kepa Arrizabalaga
1662,7,8,p116594,N'Golo Kanté
1464,7,8,p122074,Marcus Bettinelli
800,7,8,p124183,Hakim Ziyech
1341,7,8,p126186,Lewis Baker
1936,7,8,p126187,Ruben Loftus-Cheek
136,7,8,p135363,Andreas Christensen
1535,7,8,p163793,Matt Miazga
2180,7,8,p165153,Timo Werner
1246,7,8,p167767,Kenedy
2173,7,8,p169102,Tiemoué Bakayoko
362,7,8,p171162,Charly Musonda
212,7,8,p172850,Ben Chilwell
2130,7,8,p173879,Tammy Abraham
385,7,8,p176413,Christian Pulisic
920,7,8,p180732,Jake Clarke-Salter
2225,7,8,p180736,Trevoh Chalobah
859,7,8,p181913,Iké Ugbo
1513,7,8,p184341,Mason Mount
693,7,8,p194794,Fikayo Tomori
580,7,8,p199583,Dujon Sterling
652,7,8,p199598,Ethan Ampadu
1673,7,8,p200415,Nathan Baxter
2314,7,8,p20310,Willy Caballero
1435,7,8,p204727,Malang Sarr
311,7,8,p209046,Callum Hudson-Odoi
967,7,8,p209706,Jamie Cumming
1192,7,8,p219256,Juan Familia-Castillo
1212,7,8,p219847,Kai Havertz
680,7,8,p223332,Faustino Anjorin
1861,7,8,p225796,Reece James
602,7,8,p228286,Édouard Mendy
416,7,8,p232787,Conor Gallagher
251,7,8,p243568,Billy Gilmour
346,7,8,p41328,César Azpilicueta
1229,7,8,p431019,Karlo Ziger
178,7,8,p440323,Armando Broja
2247,7,8,p441191,Valentino Livramento
1742,7,8,p44346,Olivier Giroud
1343,7,8,p450529,Lewis Bate
2320,7,8,p470165,Xavier Mbuyamba
1382,7,8,p482158,Lucas Bergstrom
2256,7,8,p49013,Victor Moses
2159,7,8,p51090,Thiago Silva
487,7,8,p61603,Danny Drinkwater
1926,7,8,p66749,Romelu Lukaku
1462,7,8,p82263,Marcos Alonso
1142,7,8,p85955,Jorginho
1932,7,8,p88894,Ross Barkley
2010,7,8,p89335,Saúl Ñíguez
1519,7,8,p91651,Mateo Kovacic
1611,7,8,p94245,Michy Batshuayi
887,7,9,p105666,Jack Butland
2296,7,9,p108413,Will Hughes
1871,7,9,p169593,Remi Matthews
918,7,9,p173954,Jairo Riedewald
1036,7,9,p174874,Joachim Andersen
984,7,9,p185478,Jaroslaw Jach
2015,7,9,p19188,Scott Dann
741,7,9,p19419,Gary Cahill
1728,7,9,p199670,Odsonne Édouard
2281,7,9,p20066,Wayne Hennessey
1445,7,9,p209036,Marc Guéhi
1724,7,9,p209043,Nya Kirby
1994,7,9,p221272,Sam Woods
1860,7,9,p223824,Reece Hannam
1006,7,9,p231747,Jean-Philippe Mateta
591,7,9,p232413,Eberechi Eze
1678,7,9,p232423,Nathan Ferguson
416,7,9,p232787,Conor Gallagher
2241,7,9,p244723,Tyrick Mitchell
910,7,9,p250720,Jacob Montes
1437,7,9,p40784,Mamadou Sakho
2250,7,9,p40836,Vicente Guaita
2089,7,9,p42525,Stephen Henderson
1601,7,9,p443661,Michael Olise
1907,7,9,p448482,Robert Street
1027,7,9,p450542,Jesurun Rak-Sakyi
1433,7,9,p461377,Malachi Boateng
2013,7,9,p462831,Scott Banks
962,7,9,p49413,James Tomkins
950,7,9,p50471,James McArthur
952,7,9,p50472,James McCarthy
379,7,9,p54861,Christian Benteke
366,7,9,p55037,Cheikhou Kouyaté
1076,7,9,p55494,Joel Ward
1690,7,9,p57328,Nathaniel Clyne
1501,7,9,p58786,Martin Kelly
412,7,9,p59125,Connor Wickham
148,7,9,p60252,Andros Townsend
1397,7,9,p66975,Luka Milivojevic
1788,7,9,p74230,Patrick van Aanholt
1117,7,9,p80146,Jordan Ayew
2292,7,9,p82403,Wilfried Zaha
1012,7,9,p86417,Jeffrey Schlupp
1611,7,9,p94245,Michy Batshuayi
242,7,10,p100649,Bernard
1384,7,10,p101188,Lucas Digne
1596,7,10,p106611,Michael Keane
1126,7,10,p111234,Jordan Pickford
1913,7,10,p111782,Robin Olsen
150,7,10,p11948,Andy Lonergan
110,7,10,p119765,Allan
129,7,10,p120250,André Gomes
14,7,10,p121599,Abdoulaye Doucouré
81,7,10,p153133,Alex Iwobi
1111,7,10,p153673,Jonjoe Kenny
1005,7,10,p160987,Jean-Philippe Gbamin
2335,7,10,p164511,Yerry Mina
531,7,10,p172632,Demarai Gray
2198,7,10,p173807,Tom Davies
1675,7,10,p173818,Nathan Broadhead
570,7,10,p177815,Dominic Calvert-Lewin
1512,7,10,p194164,Mason Holgate
235,7,10,p195855,Beni Baningime
217,7,10,p198826,Ben Godfrey
2156,7,10,p20467,Theo Walcott
1887,7,10,p212319,Richarlison
618,7,10,p218997,Ellis Simms
1042,7,10,p222627,João Virgínia
161,7,10,p232826,Anthony Gordon
1296,7,10,p232829,Kyle John
1349,7,10,p232964,Lewis Gibson
1639,7,10,p242058,Moise Kean
192,7,10,p40349,Asmir Begovic
670,7,10,p41823,Fabian Delph
1949,7,10,p422612,Ryan Astley
605,7,10,p431001,Einar Iversen
1426,7,10,p447261,Mackenzie Hunt
820,7,10,p447325,Harry Tyrer
1347,7,10,p461421,Lewis Dobbin
2234,7,10,p461446,Tyler Onyango
1864,7,10,p474907,Reece Welch
985,7,10,p480455,Jarrad Branthwaite
2351,7,10,p486622,Zan-Luk Leban
2162,7,10,p491551,Thierry Small
361,7,10,p491556,Charlie Whitaker
871,7,10,p491559,Isaac Price
1710,7,10,p495542,Niels Nkounkou
799,7,10,p55422,Gylfi Sigurdsson
1974,7,10,p57134,Salomón Rondón
2022,7,10,p59949,Séamus Coleman
148,7,10,p60252,Andros Townsend
345,7,10,p66838,Cenk Tosun
1185,7,10,p78007,Joshua King
1658,7,10,p87447,Muhamed Besic
666,7,14,p105377,Ezgjan Alioski
1784,7,14,p106617,Patrick Bamford
548,7,14,p149915,Diego Llorente
1216,7,14,p155405,Kalvin Phillips
833,7,14,p165808,Hélder Costa
2235,7,14,p173821,Tyler Roberts
1912,7,14,p193645,Robin Koch
850,7,14,p215460,Ian Poveda-Ocampo
1852,7,14,p219961,Raphinha
894,7,14,p221399,Jack Harrison
969,7,14,p221610,Jamie Shackleton
1782,7,14,p222694,Pascal Struijk
1288,7,14,p223081,Kristoffer Klaesson
1982,7,14,p248937,Sam Greenwood
1770,7,14,p28690,Pablo Hernández
737,7,14,p38588,Gaetano Berardi
1275,7,14,p39790,Kiko Casilla
401,7,14,p433590,Cody Drameh
1129,7,14,p434138,Jordan Stevens
864,7,14,p437495,Illan Meslier
1206,7,14,p443967,Junior Firpo
438,7,14,p450070,Crysencio Summerville
1048,7,14,p462635,Joe Gelhardt
607,7,14,p463912,Elia Caprile
1362,7,14,p464618,Liam McCarron
101,7,14,p467113,Alfie McCalmont
1736,7,14,p467114,Oliver Casey
1717,7,14,p469249,Nohan Kenneh
2117,7,14,p473342,Stuart McKinstry
1520,7,14,p480216,Mateusz Bogusz
1703,7,14,p492066,Niall Huggins
354,7,14,p492373,Charlie Cresswell
897,7,14,p492374,Jack Jenkins
1357,7,14,p55914,Liam Cooper
1309,7,14,p58746,Laurens De Bock
1405,7,14,p66588,Luke Ayling
1522,7,14,p72222,Mateusz Klich
26,7,14,p80179,Adam Forshaw
1917,7,14,p80954,Rodrigo
2115,7,14,p87873,Stuart Dallas
972,7,15,p101668,Jamie Vardy
539,7,15,p106837,Dennis Praet
1881,7,15,p111931,Ricardo Pereira
1838,7,15,p115858,Rachid Ghezzal
606,7,15,p11974,Eldin Jakupovic
2286,7,15,p15033,Wes Morgan
458,7,15,p155569,Daniel Amartey
2181,7,15,p166477,Timothy Castagne
2343,7,15,p166989,Youri Tielemans
198,7,15,p168580,Ayoze Pérez
949,7,15,p172780,James Maddison
1242,7,15,p173515,Kelechi Iheanacho
1232,7,15,p17745,Kasper Schmeichel
803,7,15,p197469,Hamza Choudhury
1171,7,15,p201667,Josh Knight
2290,7,15,p203341,Wilfred Ndidi
471,7,15,p207270,Daniel Iversen
694,7,15,p213405,Filip Benkovic
1273,7,15,p215413,Kiernan Dewsbury-Hall
305,7,15,p218031,Çaglar Söyüncü
42,7,15,p219352,Ademola Lookman
948,7,15,p220627,James Justin
265,7,15,p225902,Boubakary Soumaré
344,7,15,p228798,Cengiz Ünder
2275,7,15,p232229,Vontae Daley-Campbell
2153,7,15,p232881,Thakgalo Leshabela
1790,7,15,p245419,Patson Daka
381,7,15,p37402,Christian Fuchs
1113,7,15,p37642,Jonny Evans
1952,7,15,p40146,Ryan Bertrand
2064,7,15,p421796,Sidnei Tavares
933,7,15,p436680,Jakub Stolarczyk
2288,7,15,p444463,Wesley Fofana
2047,7,15,p447373,Shane Flynn
1217,7,15,p447902,Kamal Sowah
654,7,15,p461561,Ethan Fitzhugh
2136,7,15,p461585,Tawanda Maswanhise
2154,7,15,p513789,Thanawat Suengchitthawon
1442,7,15,p51938,Marc Albrighton
1669,7,15,p86881,Nampalys Mendy
979,7,15,p93100,Jannik Vestergaard
1375,7,16,p104542,Loris Karius
1970,7,16,p110979,Sadio Mané
108,7,16,p116535,Alisson
672,7,16,p116643,Fabinho
1637,7,16,p118748,Mohamed Salah
144,7,16,p122798,Andrew Robertson
2059,7,16,p141921,Sheyi Ojo
954,7,16,p15157,James Milner
564,7,16,p152760,Divock Origi
821,7,16,p153682,Harry Wilson
2129,7,16,p157882,Takumi Minamino
2224,7,16,p169187,Trent Alexander-Arnold
1155,7,16,p171287,Joseph Gomez
1665,7,16,p175592,Naby Keïta
232,7,16,p182436,Ben Woodburn
559,7,16,p194634,Diogo Jota
1692,7,16,p197464,Nathaniel Phillips
331,7,16,p200720,Caoimhin Kelleher
856,7,16,p204716,Ibrahima Konaté
441,7,16,p206915,Curtis Jones
2127,7,16,p210156,Taiwo Awoniyi
1486,7,16,p210237,Marko Grujic
1282,7,16,p214285,Konstantinos Tsimikas
1695,7,16,p215136,Neco Williams
1880,7,16,p219937,Rhys Williams
1220,7,16,p232904,Kamil Grabara
1326,7,16,p233489,Leighton Clarkson
919,7,16,p243343,Jake Cain
769,7,16,p41733,Georginio Wijnaldum
1764,7,16,p430992,Owen Beck
2269,7,16,p432987,Vítezslav Jaros
1361,7,16,p433019,Liam Hughes
1767,7,16,p438277,Ozan Kabak
2233,7,16,p440148,Tyler Morton
1456,7,16,p443629,Marcelo Pitaluga
825,7,16,p444884,Harvey Elliott
938,7,16,p462490,James Balagizi
824,7,16,p464353,Harvey Davies
252,7,16,p480818,Billy Koumetio
932,7,16,p490138,Jakub Ojrzynski
413,7,16,p492777,Conor Bradley
1121,7,16,p56979,Jordan Henderson
48,7,16,p60706,Adrián
1069,7,16,p60914,Joel Matip
2157,7,16,p61558,Thiago
2322,7,16,p68312,Xherdan Shaqiri
85,7,16,p81880,Alex Oxlade-Chamberlain
1908,7,16,p92217,Roberto Firmino
2266,7,16,p97032,Virgil van Dijk
239,7,17,p102826,Benjamin Mendy
1893,7,17,p103025,Riyad Mahrez
1844,7,17,p103955,Raheem Sterling
892,7,17,p114283,Jack Grealish
1037,7,17,p121145,João Cancelo
597,7,17,p121160,Ederson
1787,7,17,p124165,Patrick Roberts
1671,7,17,p126184,Nathan Aké
154,7,17,p145235,Angeliño
197,7,17,p146941,Aymeric Laporte
2348,7,17,p164484,Zack Steffen
246,7,17,p165809,Bernardo Silva
648,7,17,p168301,Erik Palmer-Brown
1935,7,17,p171314,Rúben Dias
2014,7,17,p17601,Scott Carson
1406,7,17,p203391,Luke Bolton
728,7,17,p205651,Gabriel Jesus
1734,7,17,p206325,Oleksandr Zinchenko
1817,7,17,p209244,Phil Foden
861,7,17,p209697,Iker Pozo
684,7,17,p219265,Felix Nmecha
398,7,17,p219291,Claudio Gomes
2214,7,17,p220394,Tommy Doyle
1916,7,17,p220566,Rodri
692,7,17,p224444,Ferran Torres
1825,7,17,p230428,Philippe Sandler
175,7,17,p232917,Arijanet Muric
1646,7,17,p244850,Morgan Rogers
403,7,17,p244851,Cole Palmer
2139,7,17,p245719,Taylor Harwood-Bellis
1773,7,17,p248508,Pablo Moreno
687,7,17,p27789,Fernandinho
2040,7,17,p37572,Sergio Agüero
644,7,17,p432656,Eric García
699,7,17,p432710,Finley Burns
951,7,17,p432714,James McAtee
963,7,17,p432720,James Trafford
395,7,17,p434044,Cieran Slicker
1415,7,17,p439510,Luke Mbete
49,7,17,p449926,Adrián Bernabé
1585,7,17,p462438,Micah Hamilton
1358,7,17,p463034,Liam Delap
2058,7,17,p463210,Shea Charles
2323,7,17,p468236,Yan Couto
2001,7,17,p490503,Samuel Edozie
1625,7,17,p514354,Mikki van Sas
1927,7,17,p514356,Romeo Lavia
1302,7,17,p58621,Kyle Walker
863,7,17,p59859,Ilkay Gündogan
1255,7,17,p61366,Kevin De Bruyne
1089,7,17,p97299,John Stones
719,7,18,p101582,Fred
1419,7,18,p106760,Luke Shaw
1026,7,18,p109322,Jesse Lingard
295,7,18,p141746,Bruno Fernandes
164,7,18,p148225,Anthony Martial
437,7,18,p14937,Cristiano Ronaldo
89,7,18,p152590,Alex Telles
137,7,18,p156689,Andreas Pereira
1468,7,18,p176297,Marcus Rashford
577,7,18,p180184,Donny van de Beek
196,7,18,p180804,Axel Tuanzebe
2255,7,18,p184667,Victor Lindelöf
2018,7,18,p195851,Scott McTominay
642,7,18,p197365,Eric Bailly
916,7,18,p209243,Jadon Sancho
2201,7,18,p21205,Tom Heaton
11,7,18,p214590,Aaron Wan-Bissaka
558,7,18,p216051,Diogo Dalot
1511,7,18,p220688,Mason Greenwood
944,7,18,p232928,James Garner
587,7,18,p232930,Dylan Levitt
281,7,18,p232937,Brandon Williams
2148,7,18,p244856,Teden Mengi
1674,7,18,p250370,Nathan Bishop
600,7,18,p40720,Edinson Cavani
2042,7,18,p42899,Sergio Romero
655,7,18,p432819,Ethan Galbraith
1195,7,18,p43670,Juan Mata
1517,7,18,p446189,Matej Kovar
159,7,18,p449434,Anthony Elanga
2304,7,18,p461566,William Fish
804,7,18,p465527,Hannibal Mejbri
2063,7,18,p472464,Shola Shoretire
679,7,18,p488404,Facundo Pellistri
123,7,18,p493250,Amad Diallo
1051,7,18,p515504,Joe Hugill
502,7,18,p51940,David de Gea
1701,7,18,p62398,Nemanja Matic
1322,7,18,p6744,Lee Grant
1797,7,18,p74208,Paul Pogba
1851,7,18,p90152,Raphaël Varane
815,7,18,p95658,Harry Maguire
934,7,20,p101148,Jamaal Lascelles
584,7,20,p104547,Dwight Gayle
378,7,20,p104953,Christian Atsu
1793,7,20,p106618,Paul Dummett
993,7,20,p109528,Javier Manquillo
624,7,20,p111773,Emil Krafth
911,7,20,p114243,Jacob Murphy
671,7,20,p119471,Fabian Schär
868,7,20,p153127,Isaac Hayden
722,7,20,p155503,Freddie Woodman
113,7,20,p170137,Allan Saint-Maximin
1612,7,20,p179018,Miguel Almirón
2024,7,20,p180135,Sean Longstaff
1077,7,20,p180974,Joelinton
937,7,20,p194799,Jamal Lewis
2341,7,20,p196118,Yoshinori Muto
1160,7,20,p200089,Joseph Willock
613,7,20,p215379,Elliot Anderson
1548,7,20,p223175,Matthew Longstaff
149,7,20,p40142,Andy Carroll
476,7,20,p432927,Daniel Langley
835,7,20,p43521,Henri Saivet
1110,7,20,p50232,Jonjo Shelvey
1537,7,20,p56983,Matt Ritchie
682,7,20,p57145,Federico Fernández
393,7,20,p58845,Ciaran Clark
1226,7,20,p59735,Karl Darlow
1500,7,20,p67089,Martin Dúbravka
318,7,20,p75115,Callum Wilson
704,7,20,p77359,Florian Lejeune
1477,7,20,p81441,Mark Gillespie
1008,7,20,p83314,Jeff Hendrick
1955,7,20,p90105,Ryan Fraser
1821,7,21,p101061,Philip Heise
156,7,21,p107265,Angus Gunn
1378,7,21,p108799,Louis Thompson
1976,7,21,p113564,Sam Byram
2319,7,21,p164089,Xavi Quintillá
1123,7,21,p167522,Jordan Hugill
1267,7,21,p171270,Kieran Dowell
1526,7,21,p179276,Mathias Normann
193,7,21,p179365,Aston Oxborough
1599,7,21,p18499,Michael McGovern
557,7,21,p189627,Dimitris Giannoulis
389,7,21,p192303,Christoph Zimmermann
2189,7,21,p193111,Todd Cantwell
626,7,21,p195546,Emiliano Buendía
2176,7,21,p20480,Tim Krul
1741,7,21,p209042,Oliver Skipp
1831,7,21,p212325,Pierre Lees-Melou
1627,7,21,p212723,Milot Rashica
454,7,21,p217245,Danel Sinani
463,7,21,p218665,Daniel Barden
205,7,21,p220686,Bali Mumba
2031,7,21,p224909,Sebastian Soto
60,7,21,p232667,Akin Famewo
281,7,21,p232937,Brandon Williams
1562,7,21,p232980,Max Aarons
913,7,21,p235546,Jacob Sørensen
251,7,21,p243568,Billy Gilmour
1474,7,21,p37614,Mario Vrancic
1836,7,21,p428626,Przemyslaw Placheta
27,7,21,p432735,Adam Idah
1767,7,21,p438277,Ozan Kabak
1173,7,21,p439485,Josh Martin
391,7,21,p439509,Christos Tzolis
2164,7,21,p445550,Thomas Dickson-Peters
143,7,21,p466404,Andrew Omobamidele
1581,7,21,p488548,Melvin Sitti
1862,7,21,p490793,Reece McAlear
2149,7,21,p57127,Teemu Pukki
1460,7,21,p71738,Marco Stiepermann
1402,7,21,p76306,Lukas Rupp
1250,7,21,p78607,Kenny McLean
216,7,21,p83312,Ben Gibson
789,7,21,p83428,Grant Hanley
2179,7,21,p84384,Timm Klose
1755,7,21,p89470,Onel Hernández
2206,7,21,p90440,Tom Trybull
1894,7,21,p98770,Ørjan Nyland
964,7,23,p101178,James Ward-Prowse
1471,7,23,p151086,Mario Lemina
22,7,23,p155511,Adam Armstrong
1303,7,23,p158534,Kyle Walker-Peters
2289,7,23,p167075,Wesley Hoedt
973,7,23,p171771,Jan Bednarek
814,7,23,p198044,Harry Lewis
477,7,23,p200088,Daniel N'Lundulu
363,7,23,p200439,Che Adams
1685,7,23,p203389,Nathan Tella
2048,7,23,p20452,Shane Long
2156,7,23,p20467,Theo Walcott
1420,7,23,p212721,Lyanco
2324,7,23,p213482,Yan Valery
2308,7,23,p214466,William Smallbone
928,7,23,p214470,Jake Vokins
1600,7,23,p220598,Michael Obafemi
1235,7,23,p232797,Kayne Ramsay
