source_player_code,source_club_code,source_season,source_player_name,source_club_name
p157882,145,2021/2022,Takumi Minamino,Liverpool
p169187,145,2021/2022,Trent Alexander-Arnold,Liverpool
p171287,145,2021/2022,Joseph Gomez,Liverpool
p175592,145,2021/2022,Naby Keïta,Liverpool
p182436,145,2021/2022,Ben Woodburn,Liverpool
p194634,145,2021/2022,Diogo Jota,Liverpool
p197464,145,2021/2022,Nathaniel Phillips,Liverpool
p200720,145,2021/2022,Caoimhin Kelleher,Liverpool
p204716,145,2021/2022,Ibrahima Konaté,Liverpool
p206915,145,2021/2022,Curtis Jones,Liverpool
p210156,145,2021/2022,Taiwo Awoniyi,Liverpool
p210237,145,2021/2022,Marko Grujic,Liverpool
p214285,145,2021/2022,Konstantinos Tsimikas,Liverpool
p215136,145,2021/2022,Neco Williams,Liverpool
p219937,145,2021/2022,Rhys Williams,Liverpool
p232904,145,2021/2022,Kamil Grabara,Liverpool
p233489,145,2021/2022,Leighton Clarkson,Liverpool
p243343,145,2021/2022,Jake Cain,Liverpool
p41733,145,2021/2022,Georginio Wijnaldum,Liverpool
p430992,145,2021/2022,Owen Beck,Liverpool
p432987,145,2021/2022,Vítezslav Jaros,Liverpool
p433019,145,2021/2022,Liam Hughes,Liverpool
p438277,145,2021/2022,Ozan Kabak,Liverpool
p440148,145,2021/2022,Tyler Morton,Liverpool
p443629,145,2021/2022,Marcelo Pitaluga,Liverpool
p444884,145,2021/2022,Harvey Elliott,Liverpool
p462490,145,2021/2022,James Balagizi,Liverpool
p464353,145,2021/2022,Harvey Davies,Liverpool
p480818,145,2021/2022,Billy Koumetio,Liverpool
p490138,145,2021/2022,Jakub Ojrzynski,Liverpool
p492777,145,2021/2022,Conor Bradley,Liverpool
p496185,145,2021/2022,Kaide Gordon,Liverpool
p56979,145,2021/2022,Jordan Henderson,Liverpool
p60706,145,2021/2022,Adrián,Liverpool
p60914,145,2021/2022,Joel Matip,Liverpool
p61558,145,2021/2022,Thiago,Liverpool
p68312,145,2021/2022,Xherdan Shaqiri,Liverpool
p81880,145,2021/2022,Alex Oxlade-Chamberlain,Liverpool
p92217,145,2021/2022,Roberto Firmino,Liverpool
p97032,145,2021/2022,Virgil van Dijk,Liverpool
p102826,146,2021/2022,Benjamin Mendy,Manchester City
p103025,146,2021/2022,Riyad Mahrez,Manchester City
p103955,146,2021/2022,Raheem Sterling,Manchester City
p114283,146,2021/2022,Jack Grealish,Manchester City
p121145,146,2021/2022,João Cancelo,Manchester City
p121160,146,2021/2022,Ederson,Manchester City
p124165,146,2021/2022,Patrick Roberts,Manchester City
p126184,146,2021/2022,Nathan Aké,Manchester City
p145235,146,2021/2022,Angeliño,Manchester City
p146941,146,2021/2022,Aymeric Laporte,Manchester City
p164484,146,2021/2022,Zack Steffen,Manchester City
p165809,146,2021/2022,Bernardo Silva,Manchester City
p168301,146,2021/2022,Erik Palmer-Brown,Manchester City
p171314,146,2021/2022,Rúben Dias,Manchester City
p17601,146,2021/2022,Scott Carson,Manchester City
p203391,146,2021/2022,Luke Bolton,Manchester City
p205651,146,2021/2022,Gabriel Jesus,Manchester City
p206325,146,2021/2022,Oleksandr Zinchenko,Manchester City
p209244,146,2021/2022,Phil Foden,Manchester City
p209697,146,2021/2022,Iker Pozo,Manchester City
p219265,146,2021/2022,Felix Nmecha,Manchester City
p219291,146,2021/2022,Claudio Gomes,Manchester City
p220394,146,2021/2022,Tommy Doyle,Manchester City
p220566,146,2021/2022,Rodri,Manchester City
p224444,146,2021/2022,Ferran Torres,Manchester City
p230428,146,2021/2022,Philippe Sandler,Manchester City
p232917,146,2021/2022,Arijanet Muric,Manchester City
p244850,146,2021/2022,Morgan Rogers,Manchester City
p244851,146,2021/2022,Cole Palmer,Manchester City
p244932,146,2021/2022,Ben Knight,Manchester City
p245719,146,2021/2022,Taylor Harwood-Bellis,Manchester City
p248508,146,2021/2022,Pablo Moreno,Manchester City
p27789,146,2021/2022,Fernandinho,Manchester City
p37572,146,2021/2022,Sergio Agüero,Manchester City
p432656,146,2021/2022,Eric García,Manchester City
p432710,146,2021/2022,Finley Burns,Manchester City
p432711,146,2021/2022,Conrad Egan-Riley,Manchester City
p432714,146,2021/2022,James McAtee,Manchester City
p432720,146,2021/2022,James Trafford,Manchester City
p434044,146,2021/2022,Cieran Slicker,Manchester City
p439510,146,2021/2022,Luke Mbete,Manchester City
p447880,146,2021/2022,Joshua Wilson-Esbrand,Manchester City
p449926,146,2021/2022,Adrián Bernabé,Manchester City
p462438,146,2021/2022,Micah Hamilton,Manchester City
p463034,146,2021/2022,Liam Delap,Manchester City
p463210,146,2021/2022,Shea Charles,Manchester City
p468236,146,2021/2022,Yan Couto,Manchester City
p490503,146,2021/2022,Samuel Edozie,Manchester City
p514354,146,2021/2022,Mikki van Sas,Manchester City
p514356,146,2021/2022,Romeo Lavia,Manchester City
p58621,146,2021/2022,Kyle Walker,Manchester City
p59859,146,2021/2022,Ilkay Gündogan,Manchester City
p61366,146,2021/2022,Kevin De Bruyne,Manchester City
p97299,146,2021/2022,John Stones,Manchester City
p101582,147,2021/2022,Fred,Manchester United
p106760,147,2021/2022,Luke Shaw,Manchester United
p109322,147,2021/2022,Jesse Lingard,Manchester United
p141746,147,2021/2022,Bruno Fernandes,Manchester United
p148225,147,2021/2022,Anthony Martial,Manchester United
p14937,147,2021/2022,Cristiano Ronaldo,Manchester United
p152590,147,2021/2022,Alex Telles,Manchester United
p156689,147,2021/2022,Andreas Pereira,Manchester United
p172649,147,2021/2022,Dean Henderson,Manchester United
p176297,147,2021/2022,Marcus Rashford,Manchester United
p180184,147,2021/2022,Donny van de Beek,Manchester United
p180804,147,2021/2022,Axel Tuanzebe,Manchester United
p184667,147,2021/2022,Victor Lindelöf,Manchester United
p195851,147,2021/2022,Scott McTominay,Manchester United
p197365,147,2021/2022,Eric Bailly,Manchester United
p200617,147,2021/2022,Daniel James,Manchester United
p209243,147,2021/2022,Jadon Sancho,Manchester United
p21205,147,2021/2022,Tom Heaton,Manchester United
p214590,147,2021/2022,Aaron Wan-Bissaka,Manchester United
p216051,147,2021/2022,Diogo Dalot,Manchester United
p220688,147,2021/2022,Mason Greenwood,Manchester United
p232781,147,2021/2022,Di'Shon Bernard,Manchester United
p232928,147,2021/2022,James Garner,Manchester United
p232930,147,2021/2022,Dylan Levitt,Manchester United
p232937,147,2021/2022,Brandon Williams,Manchester United
p244856,147,2021/2022,Teden Mengi,Manchester United
p250370,147,2021/2022,Nathan Bishop,Manchester United
p40720,147,2021/2022,Edinson Cavani,Manchester United
p42899,147,2021/2022,Sergio Romero,Manchester United
p432819,147,2021/2022,Ethan Galbraith,Manchester United
p43670,147,2021/2022,Juan Mata,Manchester United
p446189,147,2021/2022,Matej Kovar,Manchester United
p449434,147,2021/2022,Anthony Elanga,Manchester United
p461566,147,2021/2022,William Fish,Manchester United
p465527,147,2021/2022,Hannibal Mejbri,Manchester United
p472464,147,2021/2022,Shola Shoretire,Manchester United
p488404,147,2021/2022,Facundo Pellistri,Manchester United
p493250,147,2021/2022,Amad Diallo,Manchester United
p515504,147,2021/2022,Joe Hugill,Manchester United
p51940,147,2021/2022,David de Gea,Manchester United
p62398,147,2021/2022,Nemanja Matic,Manchester United
p6744,147,2021/2022,Lee Grant,Manchester United
p74208,147,2021/2022,Paul Pogba,Manchester United
p76359,147,2021/2022,Phil Jones,Manchester United
p90152,147,2021/2022,Raphaël Varane,Manchester United
p95658,147,2021/2022,Harry Maguire,Manchester United
p101148,149,2021/2022,Jamaal Lascelles,Newcastle United
p104547,149,2021/2022,Dwight Gayle,Newcastle United
p104953,149,2021/2022,Christian Atsu,Newcastle United
p106618,149,2021/2022,Paul Dummett,Newcastle United
p109528,149,2021/2022,Javier Manquillo,Newcastle United
p111773,149,2021/2022,Emil Krafth,Newcastle United
p114243,149,2021/2022,Jacob Murphy,Newcastle United
p119471,149,2021/2022,Fabian Schär,Newcastle United
p153127,149,2021/2022,Isaac Hayden,Newcastle United
p155503,149,2021/2022,Freddie Woodman,Newcastle United
p170137,149,2021/2022,Allan Saint-Maximin,Newcastle United
p179018,149,2021/2022,Miguel Almirón,Newcastle United
p180135,149,2021/2022,Sean Longstaff,Newcastle United
p180974,149,2021/2022,Joelinton,Newcastle United
p194799,149,2021/2022,Jamal Lewis,Newcastle United
p196118,149,2021/2022,Yoshinori Muto,Newcastle United
p200089,149,2021/2022,Joseph Willock,Newcastle United
p215379,149,2021/2022,Elliot Anderson,Newcastle United
p223175,149,2021/2022,Matthew Longstaff,Newcastle United
p40142,149,2021/2022,Andy Carroll,Newcastle United
p432927,149,2021/2022,Daniel Langley,Newcastle United
p43521,149,2021/2022,Henri Saivet,Newcastle United
p461484,149,2021/2022,Joe White,Newcastle United
p50232,149,2021/2022,Jonjo Shelvey,Newcastle United
p56983,149,2021/2022,Matt Ritchie,Newcastle United
p57145,149,2021/2022,Federico Fernández,Newcastle United
p58845,149,2021/2022,Ciaran Clark,Newcastle United
p59735,149,2021/2022,Karl Darlow,Newcastle United
p67089,149,2021/2022,Martin Dúbravka,Newcastle United
p75115,149,2021/2022,Callum Wilson,Newcastle United
p77359,149,2021/2022,Florian Lejeune,Newcastle United
p81441,149,2021/2022,Mark Gillespie,Newcastle United
p83314,149,2021/2022,Jeff Hendrick,Newcastle United
p90105,149,2021/2022,Ryan Fraser,Newcastle United
p101061,150,2021/2022,Philip Heise,Norwich City
p107265,150,2021/2022,Angus Gunn,Norwich City
p108799,150,2021/2022,Louis Thompson,Norwich City
p113564,150,2021/2022,Sam Byram,Norwich City
p164089,150,2021/2022,Xavi Quintillá,Norwich City
p167522,150,2021/2022,Jordan Hugill,Norwich City
p171270,150,2021/2022,Kieran Dowell,Norwich City
p179276,150,2021/2022,Mathias Normann,Norwich City
p179365,150,2021/2022,Aston Oxborough,Norwich City
p18499,150,2021/2022,Michael McGovern,Norwich City
p189627,150,2021/2022,Dimitris Giannoulis,Norwich City
p192303,150,2021/2022,Christoph Zimmermann,Norwich City
p193111,150,2021/2022,Todd Cantwell,Norwich City
p195546,150,2021/2022,Emiliano Buendía,Norwich City
p20480,150,2021/2022,Tim Krul,Norwich City
p209042,150,2021/2022,Oliver Skipp,Norwich City
p212325,150,2021/2022,Pierre Lees-Melou,Norwich City
p212723,150,2021/2022,Milot Rashica,Norwich City
p215476,150,2021/2022,Joshua Sargent,Norwich City
p217245,150,2021/2022,Danel Sinani,Norwich City
p218665,150,2021/2022,Daniel Barden,Norwich City
p220686,150,2021/2022,Bali Mumba,Norwich City
p224909,150,2021/2022,Sebastian Soto,Norwich City
p232667,150,2021/2022,Akin Famewo,Norwich City
p232937,150,2021/2022,Brandon Williams,Norwich City
p232980,150,2021/2022,Max Aarons,Norwich City
p235546,150,2021/2022,Jacob Sørensen,Norwich City
p243568,150,2021/2022,Billy Gilmour,Norwich City
p37614,150,2021/2022,Mario Vrancic,Norwich City
p428626,150,2021/2022,Przemyslaw Placheta,Norwich City
p432735,150,2021/2022,Adam Idah,Norwich City
p438277,150,2021/2022,Ozan Kabak,Norwich City
p439485,150,2021/2022,Josh Martin,Norwich City
p439509,150,2021/2022,Christos Tzolis,Norwich City
p445550,150,2021/2022,Thomas Dickson-Peters,Norwich City
p466404,150,2021/2022,Andrew Omobamidele,Norwich City
p488548,150,2021/2022,Melvin Sitti,Norwich City
p490793,150,2021/2022,Reece McAlear,Norwich City
p57127,150,2021/2022,Teemu Pukki,Norwich City
p71738,150,2021/2022,Marco Stiepermann,Norwich City
p76306,150,2021/2022,Lukas Rupp,Norwich City
p78607,150,2021/2022,Kenny McLean,Norwich City
p83312,150,2021/2022,Ben Gibson,Norwich City
p83428,150,2021/2022,Grant Hanley,Norwich City
p84384,150,2021/2022,Timm Klose,Norwich City
p89470,150,2021/2022,Onel Hernández,Norwich City
p90440,150,2021/2022,Tom Trybull,Norwich City
p98770,150,2021/2022,Ørjan Nyland,Norwich City
p101178,158,2021/2022,James Ward-Prowse,Southampton
p151086,158,2021/2022,Mario Lemina,Southampton
p155511,158,2021/2022,Adam Armstrong,Southampton
p158534,158,2021/2022,Kyle Walker-Peters,Southampton
p167075,158,2021/2022,Wesley Hoedt,Southampton
p171771,158,2021/2022,Jan Bednarek,Southampton
p198044,158,2021/2022,Harry Lewis,Southampton
p200088,158,2021/2022,Daniel N'Lundulu,Southampton
p200439,158,2021/2022,Che Adams,Southampton
p203389,158,2021/2022,Nathan Tella,Southampton
p20452,158,2021/2022,Shane Long,Southampton
p20467,158,2021/2022,Theo Walcott,Southampton
p212721,158,2021/2022,Lyanco,Southampton
p213482,158,2021/2022,Yan Valery,Southampton
p214466,158,2021/2022,William Smallbone,Southampton
p214470,158,2021/2022,Jake Vokins,Southampton
p220598,158,2021/2022,Michael Obafemi,Southampton
p232797,158,2021/2022,Kayne Ramsay,Southampton
p240143,158,2021/2022,Ibrahima Diallo,Southampton
p244560,158,2021/2022,Romain Perraud,Southampton
p40146,158,2021/2022,Ryan Bertrand,Southampton
p40383,158,2021/2022,Fraser Forster,Southampton
p422306,158,2021/2022,Will Ferry,Southampton
p431131,158,2021/2022,Moussa Djenepo,Southampton
p440323,158,2021/2022,Armando Broja,Southampton
p441191,158,2021/2022,Valentino Livramento,Southampton
p445896,158,2021/2022,Kgaogelo Chauke,Southampton
p447093,158,2021/2022,Allan Tchaptchet,Southampton
p447372,158,2021/2022,Ryan Finnigan,Southampton
p449781,158,2021/2022,Alexandre Jankewitz,Southampton
p450527,158,2021/2022,Mohammed Salisu,Southampton
p456966,158,2021/2022,Caleb Watts,Southampton
p491551,158,2021/2022,Thierry Small,Southampton
p58376,158,2021/2022,Alex McCarthy,Southampton
p78056,158,2021/2022,Oriol Romeu,Southampton
p83283,158,2021/2022,Nathan Redmond,Southampton
p84939,158,2021/2022,Danny Ings,Southampton
p88900,158,2021/2022,Jack Stephens,Southampton
p91047,158,2021/2022,Stuart Armstrong,Southampton
p93100,158,2021/2022,Jannik Vestergaard,Southampton
p96787,158,2021/2022,Mohamed Elyounoussi,Southampton
p108823,163,2021/2022,Dele Alli,Tottenham Hotspur
p115556,163,2021/2022,Ben Davies,Tottenham Hotspur
p132015,163,2021/2022,Pierre-Emile Højbjerg,Tottenham Hotspur
p156683,163,2021/2022,Pierluigi Gollini,Tottenham Hotspur
p15749,163,2021/2022,Joe Hart,Tottenham Hotspur
p157668,163,2021/2022,Harry Winks,Tottenham Hotspur
p168763,163,2021/2022,Cameron Carter-Vickers,Tottenham Hotspur
p173904,163,2021/2022,Davinson Sánchez,Tottenham Hotspur
p175941,163,2021/2022,Alfie Whiteman,Tottenham Hotspur
p184349,163,2021/2022,Ryan Sessegnon,Tottenham Hotspur
p194252,163,2021/2022,Steven Bergwijn,Tottenham Hotspur
p199249,163,2021/2022,Sergio Reguilón,Tottenham Hotspur
p199584,163,2021/2022,Japhet Tanganga,Tottenham Hotspur
p200826,163,2021/2022,Giovani Lo Celso,Tottenham Hotspur
p209040,163,2021/2022,Timothy Eyoma,Tottenham Hotspur
p209042,163,2021/2022,Oliver Skipp,Tottenham Hotspur
p209418,163,2021/2022,Tobi Omole,Tottenham Hotspur
p214225,163,2021/2022,Joe Rodon,Tottenham Hotspur
p214572,163,2021/2022,Brandon Austin,Tottenham Hotspur
p215610,163,2021/2022,Marcel Lavinier,Tottenham Hotspur
p221632,163,2021/2022,Cristian Romero,Tottenham Hotspur
p223337,163,2021/2022,Jamie Bowden,Tottenham Hotspur
p226245,163,2021/2022,Josh Oluwayemi,Tottenham Hotspur
p231372,163,2021/2022,Tanguy Ndombele,Tottenham Hotspur
p232454,163,2021/2022,Brooklyn Lyons-Foster,Tottenham Hotspur
p232456,163,2021/2022,Dilan Markanday,Tottenham Hotspur
p241157,163,2021/2022,Emerson Royal,Tottenham Hotspur
p244853,163,2021/2022,Malachi Fagan-Walcott,Tottenham Hotspur
p245824,163,2021/2022,Carlos Vinícius,Tottenham Hotspur
p36903,163,2021/2022,Gareth Bale,Tottenham Hotspur
p37915,163,2021/2022,Hugo Lloris,Tottenham Hotspur
p436234,163,2021/2022,Bryan Gil,Tottenham Hotspur
p440663,163,2021/2022,J'Neil Bennett,Tottenham Hotspur
p443261,163,2021/2022,Jack Clarke,Tottenham Hotspur
p447235,163,2021/2022,Troy Parrott,Tottenham Hotspur
p448791,163,2021/2022,Harvey White,Tottenham Hotspur
p45268,163,2021/2022,Moussa Sissoko,Tottenham Hotspur
p461192,163,2021/2022,Kallum Cesay,Tottenham Hotspur
p461195,163,2021/2022,Dennis Cirkin,Tottenham Hotspur
p461199,163,2021/2022,Romaine Mundle,Tottenham Hotspur
p461201,163,2021/2022,Matthew Craig,Tottenham Hotspur
p461203,163,2021/2022,Michael Craig,Tottenham Hotspur
p461212,163,2021/2022,Nile John,Tottenham Hotspur
p490145,163,2021/2022,Dane Scarlett,Tottenham Hotspur
p496179,163,2021/2022,Alfie Devine,Tottenham Hotspur
p505239,163,2021/2022,Maksim Paskotsi,Tottenham Hotspur
p55605,163,2021/2022,Toby Alderweireld,Tottenham Hotspur
p62974,163,2021/2022,Erik Lamela,Tottenham Hotspur
p78830,163,2021/2022,Harry Kane,Tottenham Hotspur
p80226,163,2021/2022,Serge Aurier,Tottenham Hotspur
p85971,163,2021/2022,Son Heung-Min,Tottenham Hotspur
p87835,163,2021/2022,Matt Doherty,Tottenham Hotspur
p93264,163,2021/2022,Eric Dier,Tottenham Hotspur
p95715,163,2021/2022,Lucas Moura,Tottenham Hotspur
p108413,164,2021/2022,Will Hughes,Watford
p130036,164,2021/2022,Ozan Tufan,Watford
p131304,164,2021/2022,William Troost-Ekong,Watford
p140941,164,2021/2022,Stipe Perica,Watford
p154506,164,2021/2022,Daniel Bachmann,Watford
p155651,164,2021/2022,Adam Masina,Watford
p157775,164,2021/2022,Ken Sema,Watford
p162344,164,2021/2022,Philip Zinckernagel,Watford
p168290,164,2021/2022,Ignacio Pussetto,Watford
p173514,164,2021/2022,Isaac Success,Watford
p175353,164,2021/2022,Tom Dele-Bashiru,Watford
p176296,164,2021/2022,Ashley Fletcher,Watford
p194401,164,2021/2022,Adalberto Peñaranda,Watford
p19838,164,2021/2022,Robert Elliot,Watford
p206882,164,2021/2022,Pontus Dahlberg,Watford
p208973,164,2021/2022,Francisco Sierralta,Watford
p214463,164,2021/2022,Adam Parkes,Watford
p216058,164,2021/2022,Domingos Quina,Watford
p217632,164,2021/2022,Mason Barrett,Watford
p220166,164,2021/2022,Marc Navarro,Watford
p227560,164,2021/2022,Peter Etebo,Watford
p230251,164,2021/2022,Emmanuel Dennis,Watford
p232185,164,2021/2022,Ismaila Sarr,Watford
p232391,164,2021/2022,Jeremy Ngakia,Watford
p235381,164,2021/2022,Sam Dalby,Watford
p241289,164,2021/2022,Ben Wilmot,Watford
p242183,164,2021/2022,James Morris,Watford
p244716,164,2021/2022,Cucho Hernández,Watford
p244890,164,2021/2022,Joseph Hungbo,Watford
p38290,164,2021/2022,Danny Rose,Watford
p40387,164,2021/2022,Dan Gosling,Watford
p41338,164,2021/2022,Craig Cathcart,Watford
p41725,164,2021/2022,Troy Deeney,Watford
p42824,164,2021/2022,Carlos Sánchez,Watford
p43250,164,2021/2022,Tom Cleverley,Watford
p432767,164,2021/2022,Maurizio Pochettino,Watford
p442148,164,2021/2022,Jaime Alvarado,Watford
p442416,164,2021/2022,Toby Stevenson,Watford
p45268,164,2021/2022,Moussa Sissoko,Watford
p459924,164,2021/2022,Kane Crichlow,Watford
p467311,164,2021/2022,Matthew Pollock,Watford
p471471,164,2021/2022,Imran Louza,Watford
p475168,164,2021/2022,João Pedro,Watford
p493934,164,2021/2022,Kwadwo Baah,Watford
p513407,164,2021/2022,Derek Agyakwa,Watford
p513409,164,2021/2022,Daniel Phillips,Watford
p54484,164,2021/2022,Kiko Femenía,Watford
p60232,164,2021/2022,Craig Dawson,Watford
p69143,164,2021/2022,Juraj Kucka,Watford
p73426,164,2021/2022,Andre Gray,Watford
p78007,164,2021/2022,Joshua King,Watford
p79479,164,2021/2022,Achraf Lazaar,Watford
p85624,164,2021/2022,Christian Kabasele,Watford
p89085,164,2021/2022,Nathaniel Chalobah,Watford
p9089,164,2021/2022,Ben Foster,Watford
p101537,166,2021/2022,Felipe Anderson,West Ham United
p103192,166,2021/2022,Kurt Zouma,West Ham United
p105717,166,2021/2022,Arthur Masuaku,West Ham United
p164555,166,2021/2022,Vladimir Coufal,West Ham United
p166640,166,2021/2022,Fabián Balbuena,West Ham United
p172841,166,2021/2022,Saïd Benrahma,West Ham United
p178186,166,2021/2022,Jarrod Bowen,West Ham United
p180151,166,2021/2022,Nikola Vlasic,West Ham United
p18073,166,2021/2022,Mark Noble,West Ham United
p183487,166,2021/2022,Nathan Holland,West Ham United
p19194,166,2021/2022,David Martin,West Ham United
p195728,166,2021/2022,Alex Král,West Ham United
p204480,166,2021/2022,Declan Rice,West Ham United
p209925,166,2021/2022,Xande Silva,West Ham United
p215439,166,2021/2022,Tomas Soucek,West Ham United
p217593,166,2021/2022,Pablo Fornals,West Ham United
p219924,166,2021/2022,Issa Diop,West Ham United
p222017,166,2021/2022,Conor Coventry,West Ham United
p222018,166,2021/2022,Ben Johnson,West Ham United
p232387,166,2021/2022,Emmanuel Longelo,West Ham United
p232398,166,2021/2022,Nathan Trott,West Ham United
p32259,166,2021/2022,Darren Randolph,West Ham United
p37096,166,2021/2022,Lukasz Fabianski,West Ham United
p40669,166,2021/2022,Angelo Ogbonna,West Ham United
p441024,166,2021/2022,Harrison Ashby,West Ham United
p461533,166,2021/2022,Ademipo Odubeko,West Ham United
p462384,166,2021/2022,Jamal Baptiste,West Ham United
p486870,166,2021/2022,Frederik Alves,West Ham United
p48717,166,2021/2022,Winston Reid,West Ham United
p55459,166,2021/2022,Aaron Cresswell,West Ham United
p56377,166,2021/2022,Andriy Yarmolenko,West Ham United
p57531,166,2021/2022,Michail Antonio,West Ham United
p60232,166,2021/2022,Craig Dawson,West Ham United
p81012,166,2021/2022,Ryan Fredericks,West Ham United
p84182,166,2021/2022,Alphonse Areola,West Ham United
p86934,166,2021/2022,Manuel Lanzini,West Ham United
